title,link,excerpt,published_at,funding_round,money_raised,Company,money_raised_float,linkedin_link,Company_at_Linkedin,CompanyName,Specialties,Industry,Website,Location,CompanySize,Description,Founded,Also-viewed,zip_code,City,address_check,Country,State,latitude,longitude,Industry_consolidated,spc_Food Business,spc_Education,spc_Financial Services,spc_Healthcare_health,spc_Human Resources,spc_Logistics and Supply Chain,spc_Entertainment,spc_Computer & Network Security & Hardware,spc_Real_estate,spc_Marketing and Advertising,spc_commerce,spc_mobile,spc_app,spc_analysis,spc_developer,spc_security,spc_social,spc_ds,spc_travel,spc_booking_ticketing,spc_Apparel,spc_cloud,spc_API,spc_device,spc_design,spc_enterprise,spc_product,spc_robotics_manufacturing,spc_total
BonitaSoft Raises $13M Series C For Its Open Source Business Process Management Solution,https://techcrunch.com/2013/05/16/bpm/,"BonitaSoft, a provider of an open source business process management (BPM) solution, has raised a $13 million Series C round led by the FSN PME Fund, a French government initiative to invest in techno...",5/16/2013,Series C,$13 M,BonitaSoft,13.0,https://www.linkedin.com/company/bonitasoft,bonitasoft,Bonitasoft,"BPM, Workflow, Process Improvement, Process Mapping",Computer Software,http://www.bonitasoft.com,"76, boulevard de la RÃ©publique Boulogne, 92100 France",51-200,"Bonitasoft helps innovative companies worldwide deliver better digital user experiences for customers and employees. The extensible and open Bonita application platform gives multidisciplinary development teams everything they need to create Living Apps: enterprise-grade applications that connect tailored user interfaces with reliable back-office operations and business processes, with the capability for continuous improvement to keep ahead of changes in business and technology.

For more information, visit www.bonitasoft.com or email marketing@bonitasoft.com. You can also like us on Facebook, follow us on twitter or join our BPM group on LinkedIn.",2009.0,"{'Bizagi': 'https://www.linkedin.com/company/bizagi', 'AuraPortal': 'https://www.linkedin.com/company/auraportal', 'Sidetrade': 'https://www.linkedin.com/company/sidetrade', 'SensioLabs': 'https://www.linkedin.com/company/sensiolabs', 'Dataiku': 'https://www.linkedin.com/company/dataiku', 'PNMsoft': 'https://www.linkedin.com/company/pnmsoft'}",92100,,False,France,,,,Computer Software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Brazilian Antivirus Startup PSafe Raises $30M Series C From China?s Qihoo 360 And Redpoint e.ventures,https://techcrunch.com/2013/12/03/brazilian-antivirus-startup-psafe-raises-30m-series-c-from-chinas-360-and-redpoint-e-ventures/,"Brazilian antivirus startup PSafe announced a $30 million Series C investment round today. Chinese antivirus company Qihoo 360 led the round with a $25 million investment, and existing investors Redpo...",12/3/2013,Series C,$30 M,PSafe,30.0,https://www.linkedin.com/company/psafe-tecnologia-s-a,psafe tecnologia s a,"PSafe Technology, Inc.","App Android, Protection, Security, Andoid Tools, Android, Privacy, Antivirus, Mobile",Information Technology and Services,http://www.psafe.com,"Rua Siqueira Campos 43 Rio de Janeiro, RJ 22031-901 Brazil",51-200,"PSafe (www.psafe.com) develops mobile security, performance optimization, and privacy apps for the Android operating system. With 100+ million installations and 20+ million monthly active users of our mobile applications, including DFNDR and PowerPRO, PSafe is the dominant cloud-based mobile security platform based in the United States and the rest of the Americas.  From our development centers in South America to our new San Francisco headquarters, PSafe has grown rapidly since launching our first app in Brazil in 2014.  Today, PSafe has over 4 million monthly active users in the US â?? our focus market â?? and will reach more than 10 million by the end of 2017.  PSafeâ??s investors include Redpoint Ventures, e.ventures, Pinnacle Ventures, and Brazilâ??s RPeV.",2010.0,"{'B2W Digital': 'https://www.linkedin.com/company/b2w---companhia-global-do-varejo', 'Globo.com': 'https://www.linkedin.com/company/globo-com', 'Hotel Urbano': 'https://www.linkedin.com/company/hotel-urbano', 'Grupo Netshoes': 'https://www.linkedin.com/company/gruponetshoes', 'BuscapÃ© Company': 'https://www.linkedin.com/company/buscap-company', 'Rede Globo': 'https://www.linkedin.com/company/rede-globo'}",22031,Fairfax,False,Brazil,VA,38.864187,-77.2577571,Information Technology and Services,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6
"Kids? Clothing Service thredUP Raises $14.5M Series C, Plans Expansion Into Teen & Adult Apparel",https://techcrunch.com/2012/10/03/kids-clothing-service-thredup-raises-14-5m-series-c-plans-expansion-into-teen-adult-apparel/,"Online kids? clothing consignment shop thredUP is taking in additional capital in order to further scale its operations and expand to new verticals, the company announced today. New investor Highland ...",10/3/2012,Series C,$14.5 M,thredUP,14.5,https://www.linkedin.com/company/thredup,thredup,thredUP,"Kids and Women's Clothing, Consignment, Fashion Resale, E-Commerce, Startup, Secondhand clothes",Apparel & Fashion,http://www.thredUP.com,"114 Sansome Street Floor 5 San Francisco, CA 94104 United States",201-500,"thredUP is the nation's leading online marketplace for women's and kids'â?? like-new apparel. Over 25,000 brands, ranging from Gap to Gucci, are listed on thredUP.com at prices up to 90 percent off retail. 

thredUP is disrupting the $30B+ apparel resale industry by reinventing the way consumers think about used clothing, inspiring them to think ""secondhand first""â??. thredUP pioneered the Clean Out Bag, the most convenient way to sell clothes, shoes and accessories that you're no longer wearing.

James Reinhart, Chris Homer and Oliver Lubin co-founded thredUP in 2009, and the business today is venture capital backed with over $50M from world-class investors. 

We're always looking for great talent to join our passionate team in downtown San Francisco: thredUP.com/Jobs",2009.0,"{'Stitch Fix': 'https://www.linkedin.com/company/stitch-fix', 'ModCloth': 'https://www.linkedin.com/company/modcloth_3', 'Minted': 'https://www.linkedin.com/company/minted', 'Poshmark': 'https://www.linkedin.com/company/poshmark', 'Polyvore': 'https://www.linkedin.com/company/polyvore', 'The RealReal': 'https://www.linkedin.com/company/the-realreal'}",94104,San Francisco,True,United States,CA,37.791114799999995,-122.4021273,Consumers Goods & Services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
WorldStores Raises $15M Series C To Build Out Its Amazon-Style Ecommerce Model For Home & Garden Products,https://techcrunch.com/2013/06/03/worldstores-15m-series-c/,"WorldStores, a U.K.-based online retailer of home and garden products going after supplier scale to fuel its growth, has raised £10 million (US$15.2 million) in Series C funding, led by Serena Capital...",6/3/2013,Series C,$15 M,WorldStores,15.0,https://www.linkedin.com/company/worldstores,worldstores,WorldStores Group,"Multi-niche online retail, Home & Garden online retail",Internet,http://www.worldstores.co.uk/,"3rd Floor Brettenham House 5 Lancaster Place London, WC2E 7EN United Kingdom",501-1000,"Established in 2008, Worldstores is now the UKâ??s largest online home & garden retailer. Offering unparalleled choice, value for money, customer service and a range of convenient delivery options, Worldstores is renowned as one of the UK's most exciting ecommerce success stories.

ACHICA, the luxury flash-sale business, and baby specialist Kiddicare also form part of the Worldstores Group and play a key part in the ambitious plans for Worldstores Group in becoming a household name in the home and garden market.",2004.0,"{'achica': 'https://www.linkedin.com/company/achica', 'Kiddicare.com': 'https://www.linkedin.com/company/kiddicare.com', 'MADE.COM': 'https://www.linkedin.com/company/made-com', 'PhotoBox': 'https://www.linkedin.com/company/photobox', 'SECRETSALES.com': 'https://www.linkedin.com/company/secret-sales', 'Dunelm': 'https://www.linkedin.com/company/dunelm-soft-furnishings-ltd'}",not found,,False,United Kingdom,,,,Internet,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Twitter Raises $35 Million Series C From Benchmark and IVP,https://techcrunch.com/2009/02/13/twitter-raises-third-round-of-funding-from-benchmark-and-ivp/,"Update: We just got off the phone with IVP partner Todd Chaffee who says this round was actually in excess of $35 million. Apparently, $35 million is just the total of what Benchmark and IVP put in ($...",2/13/2009,Series C,$35 M,Twitter,35.0,https://www.linkedin.com/company/twitter,twitter,Twitter,Real-time information,Internet,http://careers.twitter.com,"1355 Market St Suite 900 San Francisco, CA 94103 United States",1001-5000,"Twitter is a global platform for public self-expression and conversation in real time. By developing a fundamentally new way for people to consume, create, distribute and discover content, Twitter enables any voice to echo around the world instantly and unfiltered. The service can be accessed at Twitter.com, on a variety of mobile devices, and via SMS. Available in more than 35 languages, Twitter has 316 million monthly active users. For more information, visit about.twitter.com or follow @twitter. 

U.S. offices
Atlanta, Boston, Boulder, Chicago, Cincinnati, Detroit, Los Angeles, Miami, New York, San Francisco (Headquarters), Seattle, Sunnyvale, Washington. D.C.

International offices
Amsterdam, Bangalore, Berlin, Bogota, Brussels, Cologne, Dubai, Dublin, Hamburg, Hong Kong, Jakarta, London, Madrid, Melbourne, Mexico City, Milan, Mumbai, New Delhi, Osaka, Paris, Rio de Janeiro, SÃ£o Paulo, Singapore, Sydney, Seoul, Tokyo, Toronto, Vancouver",2006.0,"{'Facebook': 'https://www.linkedin.com/company/facebook', 'Google': 'https://www.linkedin.com/company/google', 'Instagram': 'https://www.linkedin.com/company/instagram', 'Amazon': 'https://www.linkedin.com/company/amazon', 'Snapchat, Inc.': 'https://www.linkedin.com/company/snapchat', 'Apple': 'https://www.linkedin.com/company/apple'}",94103,San Francisco,True,United States,CA,37.7726402,-122.4099154,Internet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
rPath Raises $10M Series C Round To Further Build Out Cloud Platform,https://techcrunch.com/2008/06/24/rpath-raises-12m-series-c-round-to-further-build-out-cloud-platform/,"The cloud-computing and virtualization provider rPath today announced that they have closed a $10M Series C round of investment. The round was lead by existing investors General Catalyst, North Bridge...",6/24/2008,Series C,$10 M,rPath,10.0,https://www.linkedin.com/company/rpath,rpath,rPath,,Computer Software,http://www.rpath.com,"5430 Wade Park Blvd Suite 310 Raleigh, NC 27607 United States",Nov-50,"About rPath, Inc.
rPath is App Logisticsâ?¢ for the cloud. Headquartered in Raleigh, N.C., rPath takes the chaos out of application delivery.  Cloud builders, buyers and providers must use apps to squeeze the most money out of the cloud, and rPathâ??s platform-agnostic App GPSâ?¢ technology gets the app there faster, more consistently and reliably than any other solution. Leading managed service providers, cloud technology vendors and enterprises use rPath to offer platform-as-a-service (PaaS), enterprise app stores, and continuous delivery. Find out more at www.rpath.com.",2005.0,"{'Caktus Group': 'https://www.linkedin.com/company/caktus-consulting-group-llc', 'Two Toasters': 'https://www.linkedin.com/company/two-toasters', 'TopQuadrant': 'https://www.linkedin.com/company/topquadrant', 'RoleModel Software': 'https://www.linkedin.com/company/rolemodel-software', 'Adzerk': 'https://www.linkedin.com/company/adzerk', 'Signalscape, Inc.': 'https://www.linkedin.com/company/signalscape-inc.'}",27607,Raleigh,True,United States,NC,35.80191420000001,-78.6875364,Computer Software,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
Snapchat Raises $50 Million In Series C From Coatue Management,https://techcrunch.com/2013/12/11/snapchat-series-c-50-million/,"Amid rumors of a $3 billion acquisition offer from Facebook and a potential $200 million funding round, turns out that ephemeral messaging sensation Snapchat has actually raised $50 million in Series ...",12/11/2013,Series C,$50 M,Snapchat,50.0,https://www.linkedin.com/company/snapchat,snapchat,"Snapchat, Inc.",,Computer Software,http://www.snapchat.com,"63 Market Street Venice, CA 90291 United States",1001-5000,"Experience a unique way to share life with friends.

Snap a photo or a video, add a caption, and send it to a friend (or maybe a few). They'll view it, laugh, and then the snap disappears from the screen - unless your friend takes a screenshot!

The image might be a little grainy, and you may not look your best, but that's the point. It's about the moment, a connection between friends, and not just a pretty picture.

The allure of fleeting messages reminds us about the beauty of friendship - we don't need a reason to stay in touch.

Give it a try, share a moment, and enjoy the lightness of being!",2010.0,"{'Instagram': 'https://www.linkedin.com/company/instagram', 'Snap Inc.': 'https://www.linkedin.com/company/snap-inc-co', 'Facebook': 'https://www.linkedin.com/company/facebook', 'Google': 'https://www.linkedin.com/company/google', 'Twitter': 'https://www.linkedin.com/company/twitter', 'Amazon': 'https://www.linkedin.com/company/amazon'}",90291,Venice,True,United States,CA,33.9962144,-118.46887759999998,Computer Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ToyTalk Raises $15 Million In Series C Round Led By Khosla Ventures,https://techcrunch.com/2014/12/09/toytalk-raises-15-million-in-series-b-round-led-by-khosla-ventures/,"ToyTalk, the kids entertainment applications startup founded by former Pixar execs has raised $15 million in a Series C round of financing led by Khosla Ventures. Former investors Greylock, First Roun...",12/9/2014,Series C,$15 M,ToyTalk,15.0,https://www.linkedin.com/company/toytalk-inc-,toytalk inc ,"ToyTalk, Inc. (now PullString, Inc.)",,Entertainment,http://www.toytalk.com/,"Union Square San Francisco, CA 94108 United States",Nov-50,"ToyTalk is an award-winning entertainment and technology company that combines art and science to create conversation with characters. PullString, ToyTalkâ??s industry-leading technology platform for creating conversation with characters, is putting the power of speech recognition and artificial intelligence into the hands of creative teams at many of the worldâ??s leading entertainment companies.

The Winston Show is an iPad app in which kids and characters have real conversations in a new dimension of make-believe. SpeakaZoo is the only zoo where you talk with the animals, and is available for iOS and Android devices. SpeakaLegend is the first-ever talk & touch speech recognition app. Befriend legendary creatures on a quest to find the Unicorn! And SpeakOrTreat lets you visit the scariest neighborhood in town to fill up your candy bag. All apps are available in the App Store.",2011.0,"{'PullString, Inc.': 'https://www.linkedin.com/company/pullstring-inc.', 'Fandor': 'https://www.linkedin.com/company/fandor', 'MUBI': 'https://www.linkedin.com/company/mubi', 'Peel': 'https://www.linkedin.com/company/peel-com', 'Osmo': 'https://www.linkedin.com/company/tangible-play-inc', 'Netflix': 'https://www.linkedin.com/company/netflix'}",94108,San Francisco,True,United States,CA,37.7909427,-122.4084994,Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
KickApps Actually Raises $14 Million In Series C Round,https://techcrunch.com/2008/11/25/kickapps-actually-raises-14-million-in-a-series-b/,"Yesterday, word leaked out that white-label social networking startup KickApps raised another round of funding. But the amount reported by PEHub (""over $13 million""), based on an old Reg. D filing at ...",11/25/2008,Series C,$14 M,KickApps Actually,14.0,https://www.linkedin.com/company/kickapps-corporation,kickapps corporation,KickApps Corporation,"social publishing platform, software as a service, social media",Internet,http://www.kickapps.com,"26 W. 17th Street 2nd Floor New York, NY 10011 United States",51-200,"KickApps is an award-winning social publishing platform that helps the world's most recognizable brands (including NBC Universal, American Express, Scripps Network, Hearst , HBO, and Cox Television) connect with their customers and fans. KickApps was acquired by KIT digital in January 2011. 

About KIT digital, Inc. 
KIT digital (NASDAQ: KITD) is a premium provider of end-to-end video management software and related services. The KIT Platform, the company's cloud-based video asset management system, enables enterprise, media & entertainment and network operator clients to produce, manage and deliver multi-screen socially-enabled video experiences to audiences wherever they are. KIT digital services more than 2,300 clients in 50+ countries including some of the world's biggest brands, such as Airbus, The Associated Press, BBC, Best Buy, Bristol-Myers Squibb, Disney-ABC, FedEx, Google, HP, MTV, News Corp, Telecom Argentina, Telefonica, Universal Studios, Verizon, Vodafone and Volkswagen. 

KIT digital maintains executive offices in New York and its operational headquarters in Prague, Czech Republic, with offices in 21 countries around the world. Visit the company at www.kitd.com or follow on Twitter at www.twitter.com/KITdigital.",2005.0,"{'Joystick Interactive': 'https://www.linkedin.com/company/joystick-interactive', 'Lifebooker': 'https://www.linkedin.com/company/lifebooker-llc', 'RiaEnjolie, Inc.': 'https://www.linkedin.com/company/riaenjolie-inc-', 'BrandShop Digital Commerce': 'https://www.linkedin.com/company/brandshop-digital-commerce', 'Lime Company': 'https://www.linkedin.com/company/limecompany', 'Critical Mention': 'https://www.linkedin.com/company/critical-mention'}",10011,New York,True,United States,NY,40.7464969,-74.00944709999997,Internet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4
"CrossChx raises a $15 million Series C round from Khosla Ventures, Drive Capital and more",https://techcrunch.com/2016/04/06/crosschx-raises-a-15-million-series-c-round-from-khosla-ventures-drive-capital-and-more/,"Healthcare identity startup CrossChx announced this morning that they raised a $15 million Series C financing round from Khosla Ventures, Drive Capital, Silicon Valley Bank, NCT Ventures and Moonshots...",4/6/2016,Series C,$15 M,CrossChx,15.0,https://www.linkedin.com/company/crosschx,crosschx,CrossChx,"Medical Identity Fraud Prevention, Real-Time Healthcare Intelligence, Medical Identity Resolution, Healthcare Technology, Artificial Intelligence, Machine Learning, Robotic Process Automation, Identity Resolution, AI for Healthcare",Information Technology and Services,http://www.crosschx.com,"99 E. Main St. Columbus, Ohio 43215 United States",51-200,"CrossChx is on a mission to build meaningful artificial intelligence that empowers and scales humans to achieve more than ever before. We are pioneers working to make the AI revolution both powerful and beneficial to humankind. We are putting a blue collar on AI and letting it do what machines can do bestâ?? and leaving the tasks that require creativity, empathy, and passion to people. For more information, visit www.hireolive.com.
",2012.0,"{'CoverMyMeds': 'https://www.linkedin.com/company/covermymeds', 'Aver Inc.': 'https://www.linkedin.com/company/aver-inc', 'Pillar Technology': 'https://www.linkedin.com/company/pillar-technology', 'HMB': 'https://www.linkedin.com/company/hmb', 'Koru | Predictive Hiring for Fit': 'https://www.linkedin.com/company/koru-inc', 'Updox': 'https://www.linkedin.com/company/updox'}",43215,Columbus,True,United States,OH,39.9602601,-83.0092803,Information Technology and Services,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
SeatGeek Raises $62 Million In A Series C Led By Technology Crossover Ventures,https://techcrunch.com/2015/04/02/seatgeek-raises-62-million-in-a-series-c-led-by-technology-crossover-ventures/,"Online ticket sales startup SeatGeek has raised $62 million in Series C funding. Co-founder Jack Groetzinger confirmed to TechCrunch that the round was led by Technology Crossover Ventures, with parti...",4/2/2015,Series C,$62 M,SeatGeek,62.0,https://www.linkedin.com/company/seatgeek,seatgeek,SeatGeek,"tickets, internet and technology, data analysis, sports, entertainment, and media",Internet,http://seatgeek.com/,"400 Lafayette St, Fl 4 New York, NY 10003 United States",51-200,"SeatGeek does the ticket searching for you, so all you have to do is pick your seat. No more searching around wondering if youâ??re going to get ripped off. Want to sell your own tickets? Do it with a tap on SeatGeekâ??s Marketplace and weâ??ll even give you price recommendations. Itâ??s never been easier to score sweet deals and save time looking for seats to games, shows, concerts and matches.

We're an assortment of bright, talented, and interesting people united by the mission to change the way people buy tickets. By day, we're a group of talented developers, designers, marketers, and businessfolk working together to build something new and different. We represent live event junkies of every kind: diehard sports fans, passionate concert-goers, sophisticated theater enthusiasts, and more. From our lives outside the office and before SeatGeek, we all have interesting stories to tell.",2009.0,"{'StubHub': 'https://www.linkedin.com/company/stubhub', 'Spotify': 'https://www.linkedin.com/company/spotify', 'Ticketmaster': 'https://www.linkedin.com/company/ticketmaster', 'Schoology': 'https://www.linkedin.com/company/schoology', 'Amazon': 'https://www.linkedin.com/company/amazon', 'Google': 'https://www.linkedin.com/company/google'}",10003,New York,True,United States,NY,40.7322535,-73.9874105,Internet,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5
Peer Lending Site Lending Club Raises $24.5 Million Series C Round,https://techcrunch.com/2010/04/14/lending-club/,A big round for a company that originally started out as a Facebook app: peer lending network operator Lending Club has secured a $24.5 million Series C financing round led by Foundation Capital and j...,4/14/2010,Series C,$24.5 M,Lending Club,24.5,https://www.linkedin.com/company/lending-club,lending club,LendingClub,"Personal Loans, Investing, Peer-to-Peer Lending, Patient Financing, Marketplace Lending, Business Loans, Education Financing",Internet,http://www.lendingclub.com,"71 Stevenson Street Suite 300 San Francisco, CA 94105 United States",1001-5000,"LendingClub is America's largest online marketplace connecting borrowers and investors, facilitating personal loans, business loans, and financing for elective medical procedures and K-12 education and tutoring. Borrowers access lower interest rate loans through a fast and easy online or mobile interface. Investors provide the capital to enable many of the loans in exchange for earning interest. We operate fully online with no branch infrastructure, and use technology to lower cost and deliver an amazing experience. We pass the cost savings to borrowers in the form of lower rates and investors in the form of attractive returns. Weâ??re transforming the banking system into a frictionless, transparent and highly efficient online marketplace, helping people achieve their financial goals every day.

Since launching in 2007 weâ??ve built a trusted brand with a track record of delivering exceptional value and satisfaction to both borrowers and investors. LendingClubâ??s awards include being named to the Inc. 500 in 2014 and a CNBC Disruptor 50 for the second year in a row, one of Forbesâ?? Americaâ??s Most Promising Companies three years in a row, one of The Worldâ??s 10 Most Innovative Companies in Finance by Fast Company in 2013 and a 2012 World Economic Forum Technology Pioneer.

(Notes by Prospectus - https://www.lendingclub.com/info/prospectus.action)",2006.0,"{'SoFi': 'https://www.linkedin.com/company/sofi', 'Prosper Marketplace': 'https://www.linkedin.com/company/prosper-marketplace', 'Square': 'https://www.linkedin.com/company/square--', 'OnDeck': 'https://www.linkedin.com/company/ondeck', 'Affirm, Inc.': 'https://www.linkedin.com/company/affirm', 'Stripe': 'https://www.linkedin.com/company/stripe'}",94105,San Francisco,True,United States,CA,37.789018299999995,-122.3915063,Internet,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
Engine Yard Raises $19 Million In Series C For Ruby-On-Rails Hosting,https://techcrunch.com/2009/10/07/engine-yard-raises-19-million-in-series-c-for-ruby-on-rails-hosting/,"Developers love Engine Yard, the Red Hat for Ruby on Rails.  And so do investors, who just plowed another $19 million into the startup, which hosts Ruby-on-Rails deployments.

New investors include DA...",10/7/2009,Series C,$19 M,Engine Yard,19.0,https://www.linkedin.com/company/engineyard,engineyard,Engine Yard,"rails, ruby, ruby on rails, cloud computing, open source, paas, node.js, cloud, devops, AWS, Support, Linux, AWS Certified Solutions Architects, AWS Advanced Partner, Support Team as a Service, Database Administration as a Service",Internet,http://www.engineyard.com,"580 Market Street Suite 150 San Francisco, CA 94103 United States",51-200,"Thousands of Ruby on Rails developers trust  Engine Yard to deploy and manage their apps in the cloud so they can continue doing what they do best - writing beautiful apps.  Engine Yard was founded by leaders in the Rails community 10 years ago and our world-class team of Rails support engineers continually score 98%+ on customer satisfaction ratings.

To learn more about Engine Yard, visit our website (http://www.engineyard.com), read our technical blog (http://blog.engineyard.com/), and follow @engineyard on Twitter (http://twitter.com/engineyard).",2006.0,"{'Docker, Inc': 'https://www.linkedin.com/company/docker', 'Heroku': 'https://www.linkedin.com/company/heroku', 'Deis, Inc': 'https://www.linkedin.com/company/deis-inc', 'Edmodo': 'https://www.linkedin.com/company/edmodo', 'Fluid': 'https://www.linkedin.com/company/fluid', 'TrustArc': 'https://www.linkedin.com/company/trustarc'}",94103,San Francisco,True,United States,CA,37.7726402,-122.4099154,Internet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Quantcast Raises $27.5 Million Series C Round From Cisco And Prior Investors,https://techcrunch.com/2010/01/04/quantcast-funding/,"Audience measurement company Quantcast has raised $27.5 million in a third round led by Cisco Systems and joined by Polaris Venture Partners. Other previous investors, namely The Founders Fund and Rev...",1/4/2010,Series C,$27.5 M,Quantcast,27.5,https://www.linkedin.com/company/quantcast,quantcast,Quantcast,"display advertising, internet, measurement, software development, programmatic, digital",Internet,http://www.quantcast.com,"795 Folsom San Francisco, CA 94107 United States",501-1000,"We have built one of the worldâ??s most sophisticated data-intelligence platforms, using big data and machine learning to solve the biggest challenges in marketing and create more rewarding experiences across the digital landscape. Publishers use our insights to better understand audiences and how content resonates with consumers they want to attract and retain. Marketers utilize our understanding of online behavior and our predictive advertising capabilities to reach the customers most likely to engage with their messages. Consumers see the results of our work in relevant stories and advertisements that create a personalized experience across all of their devices.",2006.0,"{'AdRoll': 'https://www.linkedin.com/company/adroll', 'MediaMath': 'https://www.linkedin.com/company/mediamath', 'Salesforce': 'https://www.linkedin.com/company/salesforce', 'Google': 'https://www.linkedin.com/company/google', 'Facebook': 'https://www.linkedin.com/company/facebook', 'Amazon': 'https://www.linkedin.com/company/amazon'}",94107,San Francisco,True,United States,CA,37.7618242,-122.3985871,Internet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Datalogix Raises $45 Million Series C To Pipe Offline Purchase Data To Facebook And Twitter,https://techcrunch.com/2014/05/28/offline-purchase-data/,"Social networks have to prove return on investment to get advertisers to buy bigger campaigns, so they turn to Datalogix to tell them when ads drive brick-and-mortar sales. Datalogix has become a crit...",5/28/2014,Series C,$45 M,Datalogix,45.0,https://www.linkedin.com/company/datalogix-inc-,datalogix inc ,Oracle | Datalogix,,Marketing and Advertising,http://www.datalogix.com,"10075 Westmoor Drive Suite 200 Westminster, CO 80021 United States",201-500,"Datalogix is now part of Oracle and provides marketing infrastructure for the data-driven era by connecting digital advertising to offline sales.  We help leading brands reach audiences of buyers across display, video, mobile and social.  DLX ROIÂ® is the industry standard for measuring the offline sales lift resulting from digital marketing campaigns.  The Companyâ??s expertise spans the major consumer segments, including Retail, CPG, and Automotive. 

In the last three years, Oracle | Datalogix  has created some of the industryâ??s biggest advancements in digital targeting and measurement and is recognized as the industry standard for accuracy and accountability. Whatâ??s more, within a two-year span, we doubled revenue and staff and expect to do the same in the next two years. We have created unparalleled career opportunities for DLX team members, too.",2002.0,"{'DataLogix': 'https://www.linkedin.com/company/datalogix', 'Oracle': 'https://www.linkedin.com/company/oracle', 'DataLogix Inc': 'https://www.linkedin.com/company/datalogix-texac-inc', 'BlueKai': 'https://www.linkedin.com/company/bluekai', 'Google': 'https://www.linkedin.com/company/google', 'Epsilon': 'https://www.linkedin.com/company/epsilon'}",80021,Broomfield,False,United States,CO,39.892517,-105.11420109999999,Marketing and Advertising,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Honest Co., Jessica Alba?s E-Commerce Startup, Has Raised A $70M Series C",https://techcrunch.com/2014/08/27/honest-co-jessica-albas-e-commerce-startup-has-raised-a-70m-series-c/,"Honest Co., an e-commerce startup co-founded by actress Jessica Alba that makes and sells eco-friendly personal care products, has raised $70 million in a series C funding round, the company announced...",8/27/2014,Series C,$70 M,Honest Co. Has,70.0,https://www.linkedin.com/company/the-honest-company,the honest company,The Honest Company,"Diapering, Cleaning, Feeding, Bath & Body, Gear, Vitamins, Beauty, Lifestyle",Consumer Goods,http://www.honest.com,"12130 Millennium Drive Los Angeles, CA 90094 United States",201-500,"The Honest Company is dedicated to helping people live a happy and healthy life.  Founded in 2012, the mission-driven company provides 100+ safe, effective, and delightful products across a wide range of consumer categories, including baby, personal care, home care, and vitamins & supplements, to a passionate community of consumers united by values and style. Honest Beauty, the company's latest product offering, is a comprehensive skincare and makeup collection created with the same Honest standards of safety, performance, and spirit that are the hallmark of The Honest Company. Honest products are available across the U.S. and Canada via honest.com and honestbeauty.com and at more than 6,000 retail locations across North America. The Honest Company is privately held and headquartered in Playa Vista, California. 

Websites: www.honest.com, www.honestbeauty.com
Careers: honest.com/careers
Blog: blog.honest.com
Facebook: facebook.com/TheHonestCompany
Instagram: instagram.com/Inside_Honest",2012.0,"{'TOMS': 'https://www.linkedin.com/company/toms', 'BeachMint': 'https://www.linkedin.com/company/beachmint', 'Dollar Shave Club': 'https://www.linkedin.com/company/dollar-shave-club', 'Birchbox': 'https://www.linkedin.com/company/birchbox', 'goop.com': 'https://www.linkedin.com/company/goop-', 'Refinery29, Inc.': 'https://www.linkedin.com/company/refinery29-inc-'}",90094,Playa Vista,False,United States,CA,33.97448060000001,-118.41777069999999,Consumers Goods & Services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
